zip,lat,lon,city
36481,31.808458,-87.316372,VREDENBURGH
36482,31.67448,-87.675884,WHATLEY
36483,31.022268,-86.629331,WING
36501,31.482494,-87.880106,ALMA
36502,31.119972,-87.470001,ATMORE
36503,31.128242,-87.152068,ATMORE
36504,31.015817,-87.497165,ATMORE
36505,30.939368,-88.015868,AXIS
36507,30.763492,-87.756371,BAY MINETTE
36509,30.419006,-88.253643,BAYOU LA BATRE
36511,30.465497,-87.753507,BON SECOUR
36512,30.658865,-88.177975,BUCKS
36513,31.406683,-88.175846,CALVERT
36515,31.58842,-87.840875,CARLTON
36518,31.436682,-88.245363,CHATOM
36521,30.929148,-88.181921,CHUNCHULA
36522,30.798501,-88.273482,CITRONELLE
36523,30.390301,-88.207586,CODEN
36524,31.816246,-88.061865,COFFEEVILLE
36525,30.944616,-88.090905,CREOLA
36526,30.540328,-87.6912,DAPHNE
36527,30.737792,-87.900287,SPANISH FORT
36528,30.254867,-88.1349,DAUPHIN ISLAND
36529,31.406683,-88.175846,DEER PARK
36530,30.412773,-87.549041,ELBERTA
36532,30.562883,-87.810464,FAIRHOPE
36533,30.484131,-87.860613,FAIRHOPE
36535,30.467608,-87.692401,FOLEY
36536,30.42216,-87.706371,FOLEY
36538,31.406683,-88.175846,FRANKVILLE
36539,31.406683,-88.175846,FRUITDALE
36540,31.58842,-87.840875,GAINESTOWN
36541,30.498046,-88.332468,GRAND BAY
36542,30.284936,-87.794246,GULF SHORES
36543,31.216132,-87.461537,HUXFORD
36544,30.479141,-88.232843,IRVINGTON
36545,31.592985,-87.898539,JACKSON
36547,30.265325,-87.629926,GULF SHORES
36548,31.406683,-88.175846,LEROY
36549,30.39736,-87.458796,LILLIAN
36550,31.22896,-87.713373,LITTLE RIVER
36551,30.513519,-87.667604,LOXLEY
36553,31.209178,-88.075266,MC INTOSH
36555,30.427641,-87.796011,MAGNOLIA SPRINGS
36556,31.406683,-88.175846,MALCOLM
36558,31.553004,-88.294124,MILLRY
36559,30.562308,-87.900545,MONTROSE
36560,31.080313,-88.057203,MOUNT VERNON
36561,30.281046,-87.581457,ORANGE BEACH
36562,31.040286,-87.666699,PERDIDO
36564,30.475955,-87.917867,POINT CLEAR
36567,30.749915,-87.577231,ROBERTSDALE
36568,30.49434,-88.269865,SAINT ELMO
36569,31.552362,-88.090115,SAINT STEPHENS
36570,31.58842,-87.840875,SALITPA
36571,30.869984,-88.118401,SARALAND
36572,30.585158,-88.087879,SATSUMA
36574,30.51715,-87.603901,SEMINOLE
36575,30.779545,-88.272544,SEMMES
36576,30.527068,-87.735,SILVERHILL
36577,30.732789,-87.70195,SPANISH FORT
36578,30.85852,-87.728987,STAPLETON
36579,31.079113,-87.798576,STOCKTON
36580,30.468691,-87.703035,SUMMERDALE
36581,31.369572,-88.012236,SUNFLOWER
36582,30.486565,-88.20225,THEODORE
36583,31.406683,-88.175846,TIBBIE
36584,31.213691,-88.393047,VINEGAR BEND
36585,31.406683,-88.175846,WAGARVILLE
36586,31.58842,-87.840875,WALKER SPRINGS
36587,30.812649,-88.318487,WILMER
36590,30.487953,-88.253278,THEODORE
36601,30.701142,-88.103184,MOBILE
36602,30.692389,-88.046698,MOBILE
36603,30.69117,-88.057773,MOBILE
36604,30.684039,-88.067048,MOBILE
36605,30.601842,-88.118975,MOBILE
36606,30.66709,-88.1052,MOBILE
36607,30.788123,-88.088073,MOBILE
36608,30.639867,-88.25445,MOBILE
36609,30.551887,-88.185603,MOBILE
36610,30.7309,-88.078949,MOBILE
36611,30.768787,-88.11085,MOBILE
36612,30.747387,-88.118001,MOBILE
36613,30.769758,-88.196296,EIGHT MILE
36614,30.601892,-88.211103,MOBILE
36615,30.64109,-88.062248,MOBILE
36616,30.671048,-88.126656,MOBILE
36617,30.715588,-88.096,MOBILE
36618,30.681689,-88.149001,MOBILE
36619,30.462987,-88.216493,MOBILE
36621,30.658865,-88.177975,MOBILE
36622,30.658865,-88.177975,MOBILE
36623,30.658865,-88.177975,MOBILE
36625,30.658865,-88.177975,MOBILE
36626,30.658865,-88.177975,MOBILE
36628,30.658865,-88.177975,MOBILE
36630,30.658865,-88.177975,MOBILE
36631,30.658865,-88.177975,MOBILE
36633,30.658865,-88.177975,MOBILE
36640,30.658865,-88.177975,MOBILE
36641,30.658865,-88.177975,MOBILE
36644,30.658865,-88.177975,MOBILE
36652,30.658865,-88.177975,MOBILE
36660,30.658865,-88.177975,MOBILE
36663,30.81901,-88.231726,MOBILE
36670,30.658865,-88.177975,MOBILE
36671,30.658865,-88.177975,MOBILE
36675,30.658865,-88.177975,MOBILE
36685,30.658865,-88.177975,MOBILE
36688,30.696589,-88.173652,MOBILE
36689,30.658865,-88.177975,MOBILE
36690,30.658865,-88.177975,MOBILE
36691,30.658865,-88.177975,MOBILE
36693,30.635741,-88.174502,MOBILE
36695,30.666959,-88.226989,MOBILE
36701,32.43372,-87.055532,SELMA
36702,32.419259,-87.124708,SELMA
36703,32.467164,-86.959844,SELMA
36720,32.145564,-87.354953,ALBERTA
36721,32.048079,-87.26226,ANNEMANIE
36722,32.051214,-87.569778,ARLINGTON
36723,32.082415,-87.294855,BOYKIN
36726,31.998366,-87.351944,CAMDEN
36727,31.58842,-87.840875,CAMPBELL
36728,32.192472,-87.467873,CATHERINE
36732,32.384949,-87.824556,DEMOPOLIS
36736,32.261286,-87.77611,DIXONS MILLS
36738,32.365963,-87.721033,FAUNSDALE
36740,32.610762,-87.844122,FORKLAND
36741,32.006129,-86.981703,FURMAN
36742,32.52418,-87.672092,GALLION
36744,32.699872,-87.586079,GREENSBORO
36745,32.414036,-87.898611,JEFFERSON
36748,32.321943,-87.749847,LINDEN
36749,32.510383,-86.813834,JONES
36750,32.83217,-86.843808,MAPLESVILLE
36751,31.902773,-87.577911,LOWER PEACH TREE
36752,32.294321,-86.647119,LOWNDESBORO
36753,32.048079,-87.26226,MC WILLIAMS
36754,32.129123,-87.706019,MAGNOLIA
36756,32.608995,-87.350401,MARION
36758,32.484147,-87.076236,PLANTERSVILLE
36759,32.388235,-87.26262,MARION JUNCTION
36761,32.189926,-87.063331,MINTER
36762,31.940191,-88.00336,MORVIN
36763,32.251626,-87.949363,MYRTLEWOOD
36764,32.268329,-87.795275,NANAFALIA
36765,32.58819,-87.56625,NEWBERN
36766,31.947005,-87.074497,OAK HILL
36767,32.289861,-87.219864,ORRVILLE
36768,31.932526,-87.044855,PINE APPLE
36769,31.994807,-87.545406,PINE HILL
36773,32.322859,-87.376446,SAFFORD
36775,32.213977,-87.078655,SARDIS
36776,32.755975,-87.705829,SAWYERVILLE
36778,32.01998,-87.054284,SNOW HILL
36779,32.591207,-87.271667,SPROTT
36782,32.131469,-87.83266,SWEET WATER
36783,32.302397,-87.678612,THOMASTON
36784,31.745135,-87.769476,THOMASVILLE
36785,32.323895,-86.86458,TYLER
36786,32.446243,-87.503256,UNIONTOWN
36790,32.723537,-86.875759,STANTON
36792,32.931293,-86.917506,RANDOLPH
36793,32.891444,-86.983385,LAWLEY
36801,32.621147,-85.392878,OPELIKA
36802,32.578185,-85.349003,OPELIKA
36803,32.522567,-85.431517,OPELIKA
36804,32.576792,-85.311984,OPELIKA
36830,32.547542,-85.468222,AUBURN
36831,32.578185,-85.349003,AUBURN
36832,32.592036,-85.518913,AUBURN
36849,32.578185,-85.349003,AUBURN UNIVERSITY
36850,32.808407,-85.703776,CAMP HILL
36851,32.286092,-85.161497,COTTONTON
36852,32.783137,-85.275581,CUSSETA
36853,32.794796,-85.744428,DADEVILLE
36854,32.885631,-85.264695,VALLEY
36855,32.91934,-85.311223,FIVE POINTS
36856,32.296518,-84.997165,FORT MITCHELL
36858,32.295844,-85.292938,HATCHECHUBBEE
36859,32.229846,-85.008178,HOLY TRINITY
36860,32.238147,-85.36233,HURTSBORO
36861,32.900767,-85.822787,JACKSONS GAP
36862,32.912315,-85.388079,LAFAYETTE
36863,32.900173,-85.296659,LANETT
36865,32.578185,-85.349003,LOACHAPOKA
36866,32.536635,-85.697354,NOTASULGA
36867,32.375318,-85.203923,PHENIX CITY
36868,32.464614,-85.020604,PHENIX CITY
36869,32.318701,-85.111997,PHENIX CITY
36870,32.478145,-85.123979,PHENIX CITY
36871,32.166569,-85.165575,PITTSVIEW
36872,32.578185,-85.349003,VALLEY
36874,32.580449,-85.217224,SALEM
36875,32.257831,-85.129772,SEALE
36877,32.558314,-85.091498,SMITHS
36879,32.681539,-85.565954,WAVERLY
36901,32.467134,-88.140634,BELLAMY
36904,32.115939,-88.273598,BUTLER
36906,32.004227,-88.200738,CROMWELL
36907,32.435545,-88.329881,CUBA
36908,31.922384,-88.323669,GILBERTOWN
36910,32.004227,-88.200738,JACHIN
36912,32.233182,-88.321388,LISMAN
36913,32.004227,-88.200738,MELVIN
36915,32.004227,-88.200738,NEEDHAM
36916,32.209362,-88.048983,PENNINGTON
36919,31.947815,-88.32911,SILAS
36921,31.915506,-88.151048,TOXEY
36922,32.210259,-88.065479,WARD
36925,32.444907,-88.193305,YORK
